Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,75.16000366210938,72.36000061035156,72.61000061035156,74.04000091552734,1490700,74.04000091552734
2020-10-14,75.69999694824219,74.0999984741211,74.79000091552734,75.12999725341797,1469000,75.12999725341797
2020-10-15,73.88999938964844,72.0,72.80000305175781,73.55999755859375,1856500,73.55999755859375
2020-10-16,74.97000122070312,72.94999694824219,74.58000183105469,73.51000213623047,1866000,73.51000213623047
2020-10-19,75.83999633789062,73.13999938964844,74.05000305175781,74.62999725341797,1747100,74.62999725341797
2020-10-20,78.36000061035156,75.30000305175781,75.79000091552734,77.7300033569336,2354100,77.7300033569336
2020-10-21,77.68000030517578,71.19999694824219,77.52999877929688,71.22000122070312,3913700,71.22000122070312
2020-10-22,71.41999816894531,68.16999816894531,71.25,71.08000183105469,2677400,71.08000183105469
2020-10-23,73.08000183105469,70.18000030517578,72.25,71.12000274658203,1258400,71.12000274658203
2020-10-26,71.0999984741211,68.16999816894531,69.97000122070312,69.62999725341797,1836000,69.62999725341797
2020-10-27,70.25,67.73999786376953,69.54000091552734,68.2699966430664,1278800,68.2699966430664
2020-10-28,69.98999786376953,67.75,67.93000030517578,69.05999755859375,1506500,69.05999755859375
2020-10-29,71.36000061035156,69.80000305175781,70.5,70.77999877929688,1481900,70.77999877929688
2020-10-30,70.23999786376953,67.44999694824219,70.0999984741211,68.7699966430664,1472400,68.7699966430664
2020-11-02,71.3499984741211,69.30000305175781,69.79000091552734,71.0,2250800,71.0
2020-11-03,70.16000366210938,68.5999984741211,69.55999755859375,69.16000366210938,2465900,69.16000366210938
2020-11-04,68.5,64.4800033569336,66.5199966430664,67.73999786376953,4511000,67.73999786376953
2020-11-05,75.69000244140625,71.5,71.51000213623047,75.45999908447266,4613800,75.45999908447266
2020-11-06,77.76000213623047,74.75,77.0999984741211,75.55000305175781,2505500,75.55000305175781
2020-11-09,80.86000061035156,74.0,80.86000061035156,74.16000366210938,3014000,74.16000366210938
2020-11-10,74.0,70.4000015258789,73.66999816894531,71.5,2633000,71.5
2020-11-11,75.23999786376953,72.73999786376953,72.94000244140625,74.83000183105469,1522400,74.83000183105469
2020-11-12,76.12000274658203,73.19999694824219,75.91000366210938,73.68000030517578,1613944,73.68000030517578
