Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,310.010009765625,303.0299987792969,306.3599853515625,308.7799987792969,10898500,308.7799987792969
2020-10-14,309.9599914550781,300.79998779296875,309.0,301.0400085449219,15186400,301.0400085449219
2020-10-15,299.8630065917969,292.6099853515625,293.79998779296875,299.4599914550781,9709900,299.4599914550781
2020-10-16,310.0,302.95001220703125,303.989990234375,307.30999755859375,12338000,307.30999755859375
2020-10-19,313.80999755859375,303.4100036621094,309.8900146484375,305.2900085449219,14107300,305.2900085449219
2020-10-20,311.79998779296875,307.05999755859375,307.6000061035156,309.80999755859375,8806100,309.80999755859375
2020-10-21,314.0,307.70001220703125,311.75,307.9700012207031,11139700,307.9700012207031
2020-10-22,311.8500061035156,304.2099914550781,311.4599914550781,306.2799987792969,8008400,306.2799987792969
2020-10-23,310.3299865722656,304.05999755859375,307.2699890136719,309.9200134277344,6231400,309.9200134277344
2020-10-26,315.4599914550781,303.20001220703125,309.9200134277344,306.8699951171875,9350100,306.8699951171875
2020-10-27,319.32000732421875,305.6099853515625,307.75,317.1400146484375,13175900,317.1400146484375
2020-10-28,313.5,306.0,313.5,307.94000244140625,13644500,307.94000244140625
2020-10-29,315.5799865722656,308.9100036621094,309.44000244140625,312.55999755859375,11174500,312.55999755859375
2020-10-30,310.8299865722656,300.19000244140625,308.54998779296875,304.69000244140625,14918500,304.69000244140625
2020-11-02,311.44000244140625,305.3900146484375,310.95001220703125,310.8399963378906,11857600,310.8399963378906
2020-11-03,294.2799987792969,280.7799987792969,286.20001220703125,285.57000732421875,58132500,285.57000732421875
2020-11-04,299.1700134277344,285.29998779296875,287.7900085449219,295.7099914550781,28791200,295.7099914550781
2020-11-05,291.25,279.6000061035156,289.0899963378906,287.75,50065200,287.75
2020-11-06,300.8900146484375,289.7860107421875,291.489990234375,299.95001220703125,25259600,299.95001220703125
2020-11-09,304.0,290.5,303.7699890136719,290.5299987792969,22559900,290.5299987792969
2020-11-10,280.0,264.3299865722656,279.9700012207031,266.5400085449219,61064000,266.5400085449219
2020-11-11,271.9200134277344,261.2049865722656,261.9200134277344,265.6499938964844,41625400,265.6499938964844
2020-11-12,271.20001220703125,263.0400085449219,271.0400085449219,264.30999755859375,26009866,264.30999755859375
