Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,67.04000091552734,63.9010009765625,65.02999877929688,66.5199966430664,175900,66.5199966430664
2020-10-14,67.06999969482422,64.05999755859375,66.44000244140625,64.25,153200,64.25
2020-10-15,64.58000183105469,62.40999984741211,63.02000045776367,64.0999984741211,198700,64.0999984741211
2020-10-16,66.2300033569336,63.720001220703125,64.13999938964844,65.43000030517578,245400,65.43000030517578
2020-10-19,67.2300033569336,64.45999908447266,65.88999938964844,64.66999816894531,166700,64.66999816894531
2020-10-20,65.81500244140625,63.119998931884766,65.26000213623047,63.2400016784668,242300,63.2400016784668
2020-10-21,64.19000244140625,61.04999923706055,63.25,61.06999969482422,170200,61.06999969482422
2020-10-22,62.43000030517578,60.81999969482422,60.9900016784668,62.25,142200,62.25
2020-10-23,63.36000061035156,61.0,62.290000915527344,61.88999938964844,160400,61.88999938964844
2020-10-26,61.459999084472656,59.41999816894531,60.9900016784668,60.11000061035156,184000,60.11000061035156
2020-10-27,62.29999923706055,59.20000076293945,60.060001373291016,62.08000183105469,261700,62.08000183105469
2020-10-28,61.119998931884766,59.5,60.66999816894531,60.4900016784668,191400,60.4900016784668
2020-10-29,62.560001373291016,60.04999923706055,60.47999954223633,62.16999816894531,209800,62.16999816894531
2020-10-30,62.89500045776367,60.0,62.02000045776367,60.599998474121094,190700,60.599998474121094
2020-11-02,62.7599983215332,60.310001373291016,61.130001068115234,62.470001220703125,280600,62.470001220703125
2020-11-03,65.94999694824219,62.7599983215332,63.68000030517578,65.0,198100,65.0
2020-11-04,68.4000015258789,64.0,64.86000061035156,67.87000274658203,234800,67.87000274658203
2020-11-05,69.97000122070312,65.48999786376953,68.62000274658203,69.77999877929688,201200,69.77999877929688
2020-11-06,72.13999938964844,68.63999938964844,70.0,69.94000244140625,225600,69.94000244140625
2020-11-09,75.80000305175781,68.11499786376953,74.77999877929688,68.19000244140625,406800,68.19000244140625
2020-11-10,70.6500015258789,67.29000091552734,67.8499984741211,69.6500015258789,358200,69.6500015258789
2020-11-11,64.83999633789062,62.0,62.38999938964844,62.119998931884766,980600,62.119998931884766
2020-11-12,63.345001220703125,61.20000076293945,61.75,61.939998626708984,302731,61.939998626708984
