Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,17.559999465942383,16.770000457763672,17.299999237060547,17.100000381469727,24070100,17.100000381469727
2020-10-14,17.829999923706055,17.110000610351562,17.399999618530273,17.299999237060547,18204400,17.299999237060547
2020-10-15,17.15999984741211,16.469999313354492,16.81999969482422,17.030000686645508,20686700,17.030000686645508
2020-10-16,17.479999542236328,16.139999389648438,17.479999542236328,16.270000457763672,33157900,16.270000457763672
2020-10-19,16.700000762939453,15.899999618530273,16.170000076293945,16.389999389648438,15712600,16.389999389648438
2020-10-20,16.81999969482422,16.229999542236328,16.440000534057617,16.290000915527344,12508700,16.290000915527344
2020-10-21,16.399999618530273,14.8100004196167,16.25,14.859999656677246,26764600,14.859999656677246
2020-10-22,15.359999656677246,14.359999656677246,15.079999923706055,14.960000038146973,22490900,14.960000038146973
2020-10-23,15.390000343322754,14.729999542236328,15.170000076293945,15.029999732971191,20239000,15.029999732971191
2020-10-26,15.479999542236328,13.930000305175781,14.670000076293945,14.460000038146973,26502000,14.460000038146973
2020-10-27,15.239999771118164,14.329999923706055,14.75,14.789999961853027,21078300,14.789999961853027
2020-10-28,15.069999694824219,14.25,14.300000190734863,14.800000190734863,23203900,14.800000190734863
2020-10-29,15.029999732971191,14.390000343322754,14.920000076293945,14.8100004196167,16661300,14.8100004196167
2020-10-30,14.8100004196167,13.6899995803833,14.649999618530273,14.0,20807300,14.0
2020-11-02,15.5,13.920000076293945,14.399999618530273,15.470000267028809,32024300,15.470000267028809
2020-11-03,17.399999618530273,15.869999885559082,16.1299991607666,16.950000762939453,56500800,16.950000762939453
2020-11-04,16.760000228881836,15.25,16.329999923706055,16.610000610351562,38066500,16.610000610351562
2020-11-05,18.8799991607666,17.59000015258789,17.649999618530273,18.84000015258789,39553100,18.84000015258789
2020-11-06,19.100000381469727,17.760000228881836,18.5,18.860000610351562,31738900,18.860000610351562
2020-11-09,21.889999389648438,18.469999313354492,19.450000762939453,20.309999465942383,56114000,20.309999465942383
2020-11-10,21.610000610351562,19.030000686645508,21.190000534057617,20.010000228881836,39513500,20.010000228881836
2020-11-11,23.0,20.34000015258789,20.34000015258789,23.0,59286900,23.0
2020-11-12,24.260000228881836,21.93000030517578,22.850000381469727,23.450000762939453,53217182,23.450000762939453
