Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,239.13999938964844,219.02000427246094,221.10000610351562,238.5749969482422,8305700,238.5749969482422
2020-10-14,238.3300018310547,228.7899932861328,237.35000610351562,233.0500030517578,6624600,233.0500030517578
2020-10-15,230.0659942626953,223.64999389648438,225.0,226.47000122070312,4741000,226.47000122070312
2020-10-16,231.44000244140625,222.19000244140625,227.66000366210938,222.32000732421875,4017400,222.32000732421875
2020-10-19,228.6199951171875,220.17999267578125,223.7100067138672,222.13999938964844,4396200,222.13999938964844
2020-10-20,224.97999572753906,217.22999572753906,223.6300048828125,218.39999389648438,3742500,218.39999389648438
2020-10-21,227.49000549316406,216.27000427246094,218.0,222.77999877929688,5073600,222.77999877929688
2020-10-22,229.4499969482422,218.89999389648438,223.49000549316406,222.36000061035156,3496600,222.36000061035156
2020-10-23,224.8800048828125,218.5,223.3000030517578,223.9600067138672,2170800,223.9600067138672
2020-10-26,229.5500030517578,216.74000549316406,223.6300048828125,218.4199981689453,3136800,218.4199981689453
2020-10-27,226.5,217.17999267578125,219.74000549316406,225.07000732421875,2773400,225.07000732421875
2020-10-28,224.9600067138672,215.63999938964844,222.0,217.39999389648438,2172600,217.39999389648438
2020-10-29,221.5800018310547,214.63099670410156,219.8000030517578,217.92999267578125,2383400,217.92999267578125
2020-10-30,218.1300048828125,200.4499969482422,217.10000610351562,202.39999389648438,4604600,202.39999389648438
2020-11-02,212.8000030517578,203.7100067138672,205.66000366210938,206.8800048828125,3512000,206.8800048828125
2020-11-03,209.30999755859375,196.52000427246094,208.5500030517578,203.49000549316406,6691500,203.49000549316406
2020-11-04,215.72000122070312,205.0399932861328,208.1300048828125,215.67999267578125,3584200,215.67999267578125
2020-11-05,226.58999633789062,217.1199951171875,221.97500610351562,225.05999755859375,7754500,225.05999755859375
2020-11-06,255.66000366210938,228.88999938964844,235.99000549316406,253.36000061035156,16526900,253.36000061035156
2020-11-09,240.8800048828125,220.8800048828125,231.5590057373047,221.91000366210938,11659300,221.91000366210938
2020-11-10,228.1999969482422,207.5,227.83999633789062,216.97999572753906,7618400,216.97999572753906
2020-11-11,232.0800018310547,217.69000244140625,220.00999450683594,231.42999267578125,7426700,231.42999267578125
2020-11-12,236.64999389648438,227.61500549316406,231.24000549316406,230.89999389648438,5033131,230.89999389648438
